,age,age_squared,log_minutes,log_appearances,has_appearances,goals_per_90,assists_per_90,contributions_per_90,yellow_per_90,clean_sheets_per_90,log_highest_mv,log_total_fees,transfer_count,squad_size,league_mean_value,cs_rate,save_pct_proxy,gk_offensive
2710,-1.1079766952940762,-1.0343640801277845,1.0732339426382311,1.141264962363683,0.8255132229215193,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,-0.375717099095454,-0.04323281177929493,2.244619534397995,1.7273151832025704,-0.18545441078428168,0.4563931245671544,-0.5097175270386403,-0.10110066935493213,-0.14306308533964524,-0.2352454750034524
1462,0.12563004491045174,0.01900162044241356,1.4729157513622135,1.9514013846068077,0.8255132229215193,-0.04341530649267131,0.1763142793252708,0.17001428703423807,0.4692814353176965,-0.04818374572874034,2.244619534397995,2.7249045193089922,1.5580637748595192,-0.2393281019071661,0.2219466411622202,-0.2513555829970625,-0.2507328224561736,0.8048630478037496
2188,-0.18277164014068023,-0.2735999630493081,-1.1214724073015,-0.9487275169372487,-1.2113676343801811,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,-0.375717099095454,-0.0523658377591758,-1.3187085738586168,-0.40425139618104744,-0.6213339571952319,-1.6307705548558071,-1.2499395687898753,-0.3738275126072519,-0.34168227848043664,-0.2352454750034524
2405,-0.33697248266624624,-0.4125857152078759,-1.1214724073015,-0.9487275169372487,-1.2113676343801811,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,-0.375717099095454,-0.0523658377591758,-0.632377663449776,-0.40425139618104744,-0.6213339571952319,0.5955373698620186,-0.563016794958239,-0.3738275126072519,-0.34168227848043664,-0.2352454750034524
865,0.43403172996158373,0.3311099761669167,0.5032509648407448,0.06614631284764126,0.8255132229215193,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,-0.375717099095454,-0.013960292613010102,-0.4526542495276893,-0.40425139618104744,-0.6213339571952319,-0.3784723472020302,-0.5836187199673863,0.7590378362869997,0.49353689267571216,-0.2352454750034524
834,0.7424334150127156,0.6627251041242012,0.6349359161806375,0.30187552869124246,0.8255132229215193,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,-0.375717099095454,-0.03316306518609295,0.11978084160840623,-0.40425139618104744,-0.6213339571952319,0.4563931245671544,0.2219466411622202,0.19260516183987386,0.07592730709763776,-0.2352454750034524
69,1.5134376276405457,1.5771050525358314,1.2944059880165337,1.5938925422449162,0.8255132229215193,-0.04341530649267131,0.4516593730287675,0.44352791356540167,0.13045087545301257,-0.04997998853525524,1.2391508880615285,2.700549144051638,1.776003548064994,0.03896038868256211,-0.5836187199673863,-0.30411272190606725,-0.28979635930593906,1.8415613787329177
3175,-1.1079766952940762,-1.0343640801277845,-1.1214724073015,-0.9487275169372487,-1.2113676343801811,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,-0.375717099095454,-0.0523658377591758,-0.4526542495276893,-0.40425139618104744,-0.6213339571952319,-0.3784723472020302,0.2219466411622202,-0.3738275126072519,-0.34168227848043664,-0.2352454750034524
3050,-0.028570797615114253,-0.12973751783254495,1.1438039348617601,1.2889271901358856,0.8255132229215193,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,0.8338054667551179,-0.04915894207664457,0.8061192487020843,-0.40425139618104744,0.6863046820376187,0.03896038868256211,0.2219466411622202,-0.2794220668660643,-0.27194076735869244,-0.2352454750034524
1959,-0.6453741677173782,-0.6759271403504253,0.9183650626048904,0.8422409650042493,0.8255132229215193,-0.04341530649267131,2.267840039161386,2.2476281927758923,-0.375717099095454,-0.04852528324455922,0.4134071029385389,-0.40425139618104744,1.340124001654044,0.7346816151568826,-0.3160646855196059,-0.26054097771782675,-0.2581603613648218,6.647984707230094
436,1.9760401552172435,2.1842533382811538,-1.1214724073015,-0.9487275169372487,-1.2113676343801811,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,-0.375717099095454,-0.0523658377591758,0.8061192487020843,-0.40425139618104744,-0.6213339571952319,0.1781046339774262,-0.5836187199673863,-0.3738275126072519,-0.34168227848043664,-0.2352454750034524
2300,-1.1079766952940762,-1.0343640801277845,1.0544690291881913,1.1219463842327306,0.8255132229215193,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,-0.375717099095454,-0.04858824315463491,1.4188752911379805,-0.40425139618104744,0.03248536242119343,0.5955373698620186,-0.7729566272024182,-0.26489815213665086,-0.2595295731208154,-0.2352454750034524
1671,0.12563004491045174,0.01900162044241356,1.179808826317176,1.3683016106727017,0.8255132229215193,-0.04341530649267131,0.7599150663984343,0.7497332337996776,-0.11270491236527069,-0.04911156829823641,0.985843599717508,-0.40425139618104744,1.776003548064994,-0.10018385661230199,-0.5005639193114095,-0.2794220668660643,-0.270910512800763,3.002170992354258
1461,-0.028570797615114253,-0.12973751783254495,-1.1214724073015,-0.9487275169372487,-1.2113676343801811,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,-0.375717099095454,-0.0523658377591758,-1.3187085738586168,-0.40425139618104744,-0.6213339571952319,-0.10018385661230199,-0.5836187199673863,-0.3738275126072519,-0.34168227848043664,-0.2352454750034524
208,2.2844418402683755,2.6134023274023455,1.0847758487590744,1.1778794303551872,0.8255132229215193,-0.04341530649267131,1.1426284216143097,1.1299009582325108,0.954552022223534,-0.04564766659658122,0.2836881408276703,-0.40425139618104744,-0.6213339571952319,0.1781046339774262,-0.563016794958239,-0.17850590072893266,-0.19557979956099372,4.4431202071742835
1063,0.43403172996158373,0.3311099761669167,0.043061297503762856,-0.5872221647600274,0.8255132229215193,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,-0.375717099095454,-0.013960292613010102,-1.0654053462090707,-0.40425139618104744,-0.6213339571952319,0.03896038868256211,-0.5836187199673863,0.7590378362869997,0.49353689267571216,-0.2352454750034524
565,1.5134376276405457,1.5771050525358314,-1.1214724073015,-0.9487275169372487,-1.2113676343801811,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,-0.375717099095454,-0.0523658377591758,-0.632377663449776,-0.40425139618104744,-0.6213339571952319,0.1781046339774262,-0.5836187199673863,-0.3738275126072519,-0.34168227848043664,-0.2352454750034524
313,1.8218393126916776,1.976993883307851,0.043061297503762856,-0.5872221647600274,0.8255132229215193,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,-0.375717099095454,0.024445252533155593,-0.19934789827872132,-0.40425139618104744,-0.6213339571952319,0.7346816151568826,-0.5097175270386403,1.8919031851812511,1.328756063831861,-0.2352454750034524
601,1.8218393126916776,1.976993883307851,0.5774002938894045,0.19721733708453346,0.8255132229215193,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,-0.375717099095454,-0.03316306518609295,0.11978084160840623,-0.40425139618104744,-0.6213339571952319,-0.2393281019071661,1.0372133221513744,0.19260516183987386,0.07592730709763776,-0.2352454750034524
233,1.2050359425894137,1.1967229939965933,1.3705277426465459,1.7449251801925225,0.8255132229215193,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,0.75499028767295,-0.047924464083422616,0.69221705725821,-0.40425139618104744,-0.6213339571952319,0.3172488792722903,-0.5097175270386403,-0.2436131046883725,-0.24509413147876188,-0.2352454750034524
1515,0.12563004491045174,0.01900162044241356,1.4080342558796715,1.8197569221825793,0.8255132229215193,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,0.27615098524442466,-0.04833303147403478,2.424343979123292,2.9961030707256024,0.9042444552430938,-0.3784723472020302,1.0372133221513744,-0.2554684463048674,-0.2539793931265214,-0.2352454750034524
2808,-1.2621775378196423,-1.14408967393718,-1.1214724073015,-0.9487275169372487,-1.2113676343801811,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,-0.375717099095454,-0.0523658377591758,-0.632377663449776,-0.40425139618104744,1.340124001654044,0.4563931245671544,-0.5924126179336279,-0.3738275126072519,-0.34168227848043664,-0.2352454750034524
1903,0.8966342575382817,0.8358477076901365,0.043061297503762856,-0.5872221647600274,0.8255132229215193,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,-0.375717099095454,-0.013960292613010102,-0.8856829734902599,-0.40425139618104744,-0.6213339571952319,0.5955373698620186,0.2219466411622202,0.7590378362869997,0.49353689267571216,-0.2352454750034524
1033,0.43403172996158373,0.3311099761669167,-1.1214724073015,-0.9487275169372487,-1.2113676343801811,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,-0.375717099095454,-0.0523658377591758,-1.7517279271791024,-0.40425139618104744,-0.6213339571952319,-0.10018385661230199,-0.563016794958239,-0.3738275126072519,-0.34168227848043664,-0.2352454750034524
111,1.9760401552172435,2.1842533382811538,0.22058335801177947,-0.3757550899263576,0.8255132229215193,-0.04341530649267131,-0.09993655481803401,-0.10439905537366684,-0.375717099095454,-0.03316306518609295,0.8061192487020843,-0.40425139618104744,-0.6213339571952319,-0.6567608377917584,-0.5097175270386403,0.19260516183987386,0.07592730709763776,-0.2352454750034524
