,log_market_value
977,12.899222326086994
809,11.51293546492023
2168,10.819798284210286
4214,10.12667110305036
1599,13.122365377402328
7660,13.592368256649284
3004,13.592368256649284
4375,12.07254696717504
5652,15.201805169084134
1620,10.819798284210286
8040,11.51293546492023
1482,12.429220196836384
2146,12.206077645517674
1801,11.51293546492023
2095,13.017005083966255
7686,10.819798284210286
1357,12.429220196836384
6964,12.611541086966117
9009,13.815511557963774
6730,13.71015115341694
5904,11.918397239722838
8786,11.51293546492023
3904,13.592368256649284
3169,10.819798284210286
9137,11.51293546492023
8592,12.429220196836384
3997,11.51293546492023
5887,12.899222326086994
7991,13.45883704259595
2328,14.508658238524095
29,11.51293546492023
5272,14.151983508870948
3800,12.899222326086994
1092,11.225256725762891
124,11.918397239722838
4748,17.216707972959764
6637,13.45883704259595
7667,12.899222326086994
5521,12.611541086966117
2298,12.429220196836384
5756,11.225256725762891
1553,12.429220196836384
7737,13.45883704259595
598,11.225256725762891
5570,14.508658238524095
