,age,age_squared,log_minutes,log_appearances,has_appearances,goals_per_90,assists_per_90,contributions_per_90,yellow_per_90,clean_sheets_per_90,log_highest_mv,log_total_fees,transfer_count,squad_size,league_mean_value,def_cs_rate,defensive_solidity,def_attack_per_90,discipline_score
827,1.67390798930041,1.8012606044856332,0.9311170910270846,1.1012526939093321,0.47379351816918885,-0.4335925914064093,-0.051359112260561196,-0.27281689097780887,-0.30731377556445716,-0.22951059019918202,-0.15467444125309812,-0.48046619655960215,-0.6084485158687986,0.3320629002166969,-0.26132127849868847,-0.4158897918395596,-0.22951059019918202,-0.27281689097780887,-0.11770067336819913
7965,-0.7251905906410241,-0.7499411717595132,0.6285959428892018,0.7156314613146403,0.47379351816918885,-0.6311545591864736,-0.22724866089510523,-0.49199753481452224,1.6920979721515874,-0.21813833109319777,1.0583443537434174,2.1512179848329205,0.7837103794116422,0.46835892057085127,-0.0019180029466246903,-0.4105406041943781,-0.21813833109319777,-0.49199753481452224,1.7871946492624988
984,1.0341483679826942,1.0092457246960953,0.8871907230635631,1.0379734507377114,0.47379351816918885,-0.17235816211483365,0.2129517158795782,0.03858670792039426,-0.36213461250523,-0.18356931695642442,-0.07229057755231622,-0.48046619655960215,-0.6084485158687986,-0.07682516084576643,-0.8217104606691974,-0.20554885392734126,-0.18356931695642442,0.03858670792039426,-0.40962835086591753
7957,-1.205010306629311,-1.1231020285834303,0.5341543183110686,0.49539069488380993,0.47379351816918885,-0.6311545591864736,-0.07204685524660832,-0.3864402159005853,0.2737970932086452,-0.1480691081212583,-0.49993620537823963,1.665432374259928,0.7837103794116422,0.19576687986254243,-0.8217104606691974,-0.11918818378683024,-0.1480691081212583,-0.3864402159005853,0.16547225823226921
2444,0.7142685573238363,0.6437003955624623,0.7430848942322565,0.7919083715714067,0.47379351816918885,-0.2566415895601297,2.6928645865296836,1.682777426259752,0.25275016115663285,-0.21749506552757175,0.7431837534519862,-0.48046619655960215,-0.6084485158687986,0.19576687986254243,1.0208791799704295,-0.36823865000572736,-0.21749506552757175,1.682777426259752,0.6058566076781006
8803,-0.885130495970453,-0.8794051424943417,0.9570754364088209,1.2121790687086422,0.47379351816918885,0.8157800380993647,1.2392047300487565,1.2345019792815743,0.49853151321744055,-0.21887719304689213,2.2588994711915795,2.338654604069687,0.08763093177142185,0.8772469816333146,1.4851034373861596,-0.3862474642057739,-0.21887719304689213,1.2345019792815743,0.3687093364768584
345,1.993787799959268,2.2277301551415385,0.7764091928085681,0.8949809462212057,0.47379351816918885,0.037601933616702714,1.5928128878926402,1.0828714225158942,0.4281016217963686,-0.16156217516090293,1.3483193159750912,-0.48046619655960215,-0.6084485158687986,1.013543001987469,-0.8149053484250494,-0.1480975712381221,-0.16156217516090293,1.0828714225158942,0.3050165325310182
814,1.354028178641552,1.3950991276704856,0.9504113531236041,1.1207797520160274,0.47379351816918885,0.2939115193700213,-0.3627009995081742,-0.11797481051501545,0.5313406534700665,-0.1779606666883697,0.42802320800170246,-0.48046619655960215,-0.6084485158687986,0.7409509612791602,-0.0019180029466246903,-0.15689608046242795,-0.1779606666883697,-0.11797481051501545,0.5118586469870828
6248,-0.08543096932330833,-0.1813151042183065,0.9911842203725988,1.2186011834380919,0.47379351816918885,-0.14798815317742545,-0.27887564010662647,-0.28363932854946144,0.05048262724165683,-0.21735629125314415,1.2659353531196325,2.3559465733772367,2.6399222397855633,0.46835892057085127,1.4851034373861596,-0.3608253831161502,-0.21735629125314415,-0.28363932854946144,-0.03648069401734712
5846,-0.4053107799821662,-0.4757821749092886,-1.8014821351430104,-1.5094383220777225,-2.1106240622796073,-0.6311545591864736,-0.6368534263179435,-0.770581799164707,-0.9326130520127012,-0.2579999334950121,-1.7828646057272202,-0.48046619655960215,-0.6084485158687986,0.19576687986254243,-0.0019180029466246903,-0.5528289955562039,-0.2579999334950121,-0.770581799164707,-0.9255367339364479
2116,0.23444884133554955,0.13346004031343298,0.9892588800487678,1.3304745816252317,0.47379351816918885,0.5036406676136639,1.8854544869032124,1.51674606348516,0.056941570308801384,-0.19955611755850508,2.0513084436113305,-0.48046619655960215,-0.6084485158687986,-0.21312118119992085,1.4851034373861596,-0.33072028708896384,-0.19955611755850508,1.51674606348516,0.0687934239854586
793,1.354028178641552,1.3950991276704856,0.8610203484461761,0.9398941592031862,0.47379351816918885,0.3718630050691988,-0.26528578138466863,-0.01243950377507794,-0.36571483101994146,-0.20376003086929828,1.4209871223778998,-0.48046619655960215,-0.6084485158687986,0.46835892057085127,-0.8149053484250494,-0.2740599022758925,-0.20376003086929828,-0.01243950377507794,-0.4128660976711406
7013,-0.7251905906410241,-0.7499411717595132,0.7082795498830511,0.6729663709168952,0.47379351816918885,1.0551834941506846,0.6125537253999535,0.9289354018907036,0.4017353254198642,-0.2124041159008708,0.0003771517301737613,-0.48046619655960215,-0.6084485158687986,-1.3034893440331563,-0.26132127849868847,-0.3213089011369622,-0.2124041159008708,0.9289354018907036,0.5397528652415574
2677,0.8742084626532654,0.8239345508991841,-0.9206355148467251,-1.139970721879214,0.47379351816918885,-0.6311545591864736,-0.6368534263179435,-0.770581799164707,-0.9326130520127012,-0.2579999334950121,-1.3552243762394176,-0.48046619655960215,-0.6084485158687986,0.3320629002166969,-1.1321077241522155,-0.5528289955562039,-0.2579999334950121,-0.770581799164707,-0.9255367339364479
94,2.1537277052886967,2.4485804581597748,0.15882867437592652,-0.23129042388895843,0.47379351816918885,-0.6311545591864736,-0.6368534263179435,-0.770581799164707,0.30387501675647466,-0.06082464416221556,1.0583443537434174,-0.48046619655960215,-0.6084485158687986,0.7409509612791602,-0.8149053484250494,0.35781670915948116,-0.06082464416221556,-0.770581799164707,0.19267302837369102
4248,0.23444884133554955,0.13346004031343298,0.6337736532910799,0.5966894606601288,0.47379351816918885,0.4552363020980411,-0.6368534263179435,-0.22314116228628184,0.9094475514484638,-0.1405030189254939,-0.49993620537823963,-0.48046619655960215,-0.6084485158687986,1.013543001987469,-1.0829865367861282,-0.01715505160580103,-0.1405030189254939,-0.22314116228628184,1.0734895744444057
